#Datasets	ELR003.A0101.unmapped	ELR004.A0101.unmapped	ELR006.A0101.unmapped	ELR008.A0101.unmapped	ELR010.A0101.unmapped	IVE002.B0101.unmapped	IVE003.A0101.unmapped	IVE005.A0101.unmapped	IVE005.B0101.unmapped	IVE007.B0101.unmapped	LIB007.A0125.unmapped	LIB007.A0130.unmapped	LIB007.A0131.unmapped	EXB015.A3001.unmapped	EXB015.A3301.unmapped	EXB015.A3401.unmapped
Agromyces flavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agromyces sp. Root81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Aurantimicrobium minutum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aurantimicrobium sp. MWH-Uga1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clavibacter michiganensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Cnuibacter physcomitrellae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryobacterium arcticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryobacterium psychrotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryobacterium sp. LW097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryocola sp. 340MFSha3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Curtobacterium sp. B18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Curtobacterium sp. MCBA15_008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Curtobacterium sp. MMLR14_010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Curtobacterium sp. MR_MD2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frigoribacterium sp. Leaf164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frigoribacterium sp. Leaf186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frigoribacterium sp. Leaf8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frondihabitans sp. Leaf304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frondihabitans sp. PAMC 28766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glaciibacter superstes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gryllotalpicola ginsengisoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gulosibacter molinativorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herbiconiux ginsengi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herbiconiux sp. YR403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leifsonia aquatica	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	2
Leifsonia sp. 21MFCrub1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0
Leifsonia sp. Leaf325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leifsonia sp. Root112D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leifsonia sp. Root60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leifsonia xyli	0	0	0	0	0	0	0	0	0	0	0	0	63	104	0	2
Leucobacter chromiiresistens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leucobacter sp. UCD-THU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Rhodoluna planktonica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodoluna lacicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium arborescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium aurum	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0
Microbacterium chocolatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium enclense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium foliorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium gorillae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium gubbeenense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium halotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	2
Microbacterium indicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium kitamiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium luticocti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium oleivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium paraoxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium pygmaeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sorbitolivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium testaceum	0	0	0	0	0	0	0	0	0	0	118	145	0	113	62	17
Microbacterium sp. AISO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. AR7-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Microbacterium sp. BH-3-3-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. C448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. cf046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. cf332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. CH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. cl127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. Cr-K20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. H6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. LCT-H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. Leaf159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. Leaf351	0	0	0	0	0	0	0	0	0	0	0	0	36	120	0	2
Microbacterium sp. LKL04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. MYb43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. MYb45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. MYb72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. No. 7	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0
Microbacterium sp. oral taxon 186	0	0	0	0	0	0	0	0	0	0	0	0	0	654	139	33
Microbacterium sp. PAMC 28756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. Root166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. Root180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. ru370.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. TPU 3598	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0
Microbacterium sp. UCD-TDU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. URHA0036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. XT11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microcella alkaliphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microterricola viridarii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycetocola miduiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plantibacter flavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoclavibacter faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rathayibacter rathayi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rathayibacter sp. Leaf296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinibacterium xinjiangense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yonghaparkia sp. Root332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yonghaparkia sp. Soil809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter alpinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter castelli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter crystallopoietes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter cupressi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter enclensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter livingstonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter pityocampae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter psychrochitiniphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter woluwensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. 35/47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. 35W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. B6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. CAL618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. Edens01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. EpRS66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. EPSL27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. ERGS1:01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. FB24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. H14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. H20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. H5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. HG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. Hiyo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. I3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Arthrobacter sp. KBS0703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. L77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. Leaf234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. Leaf69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. MDT2-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. MYb213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. MYb222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. MYb224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. MYb227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. NIO-1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. ok909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. OY3WO11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. PAMC 25486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. PGP41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. QXT-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. Soil736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. Soil761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. Soil762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. Soil763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. Soil764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. Soil782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. TB 26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. U41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. UCD-GKA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. YC-RL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. YN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citricoccus massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glutamicibacter arilaitensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Glutamicibacter halophytocola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glutamicibacter nicotianae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kocuria flava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kocuria palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	69	106	16
Kocuria rhizophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kocuria turfanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kocuria sp. BT304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kocuria sp. CNJ-770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kocuria sp. UCD-OTCP	0	0	0	0	0	0	0	0	0	0	94	1902	0	464	71	6
Micrococcus luteus	0	0	0	0	0	0	0	0	0	0	0	0	40	315	135	17
Micrococcus lylae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micrococcus sp. CH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micrococcus sp. HMSC067E09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micrococcus sp. HMSC31B01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micrococcus sp. KBS0714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nesterenkonia massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nesterenkonia sandarakina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenarthrobacter nicotinovorans	0	0	0	0	0	0	0	0	0	0	44	0	0	95	0	0
Pseudarthrobacter equi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudarthrobacter phenanthrenivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudarthrobacter sulfonivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoglutamicibacter albus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia aeria	0	10736	0	1506	0	46348	40541	640	46885	1742	0	0	0	0	0	0
Rothia dentocariosa	0	0	0	0	0	918	1121	0	0	0	0	0	0	0	0	0
Rothia kristinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rothia mucilaginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia sp. HMSC036D11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia sp. HMSC058E10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia sp. HMSC061E04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia sp. HMSC064D08	0	0	0	0	0	0	445	0	0	0	0	0	0	0	0	0
Rothia sp. HMSC065D02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia sp. HMSC065G12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia sp. HMSC067H10	367	559	0	0	0	0	1845	0	0	1180	0	0	0	0	0	0
Rothia sp. HMSC068F09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia sp. HMSC069C01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia sp. HMSC069C03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia sp. HMSC069C10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia sp. HMSC071B01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia sp. HMSC071F11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia sp. HMSC08A08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinomonas atrocyanea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinomonas mesophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zhihengliuella sp. ISTPL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zhihengliuella halotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulosimicrobium cellulans	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0
Cellulosimicrobium sp. TH-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isoptericola dokdonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isoptericola variabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krasilnikoviella flava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Promicromonospora kroppenstedtii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Promicromonosporaceae bacterium W15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xylanimonas cellulosilytica	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0
Sanguibacter keddieii	0	0	0	0	0	0	0	605	1059	0	0	0	0	0	0	0
Sanguibacter marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sanguibacter massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinoplanes atraurantiacus	0	0	0	0	721	0	0	0	0	0	0	0	0	0	0	0
Actinoplanes derwentensis	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0
Actinoplanes friuliensis	0	0	0	0	569	0	0	0	0	0	0	0	0	0	0	0
Actinoplanes globisporus	0	0	0	0	2704	0	0	0	0	0	0	0	0	0	0	0
Actinoplanes italicus	0	0	0	0	734	0	0	0	0	0	0	0	0	0	0	0
Actinoplanes lutulentus	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0
Actinoplanes missouriensis	0	0	0	0	421	0	0	0	0	0	0	0	0	0	0	3
Actinoplanes regularis	0	0	0	0	514	0	0	0	0	0	0	0	0	0	0	0
Actinoplanes teichomyceticus	0	0	0	0	585	0	0	0	0	0	0	0	0	0	0	0
Actinoplanes xinjiangensis	0	0	0	0	599	0	0	0	0	0	0	0	0	0	0	0
Actinoplanes sp. N902-109	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0
Actinoplanes sp. SE50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Actinoplanes sp. SE50/110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinoplanes sp. TFC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asanoa hainanensis	0	0	0	0	1105	0	0	0	0	0	0	0	0	0	0	0
Catelliglobosispora koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hamadaea tsunoensis	0	0	0	0	907	0	0	0	0	0	0	0	0	0	0	2
Longispora albida	0	0	0	0	677	0	0	0	0	0	0	0	0	0	0	0
Micromonospora aurantiaca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micromonospora auratinigra	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0
Micromonospora carbonacea	0	0	0	0	804	0	0	0	0	0	0	0	0	0	0	0
Micromonospora chaiyaphumensis	0	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0
Micromonospora chokoriensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micromonospora coriariae	0	0	0	0	566	0	0	0	0	0	0	0	0	0	0	0
Micromonospora coxensis	0	0	0	0	508	0	0	0	0	0	0	0	0	0	0	0
Micromonospora echinaurantiaca	0	0	0	0	1559	0	0	0	0	0	0	0	0	0	0	0
Micromonospora echinofusca	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0
Micromonospora echinospora	0	0	0	0	565	0	0	0	0	0	0	0	0	0	0	0
Micromonospora endolithica	0	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0
Micromonospora haikouensis	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0
Micromonospora halophytica	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0
Micromonospora humi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micromonospora inositola	0	0	0	0	1524	0	0	0	0	0	0	0	0	0	0	0
Micromonospora krabiensis	0	0	0	0	534	0	0	0	0	0	0	0	0	0	0	0
Micromonospora lupini	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0
Micromonospora matsumotoense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micromonospora mirobrigensis	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0
Micromonospora narathiwatensis	0	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0
Micromonospora purpureochromogenes	0	0	0	0	586	0	0	0	0	0	0	0	0	0	0	0
Micromonospora rifamycinica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micromonospora saelicesensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micromonospora siamensis	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0
Micromonospora tulbaghiae	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0
Micromonospora viridifaciens	0	0	0	0	823	0	0	0	0	0	0	0	0	0	0	0
Micromonospora zamorensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micromonospora sp. ATCC 39149	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	2
Micromonospora sp. CB01531	0	0	0	0	1951	0	0	0	0	0	0	0	0	0	0	0
Micromonospora sp. HK10	0	0	0	0	687	0	0	0	0	0	0	0	0	0	0	0
Micromonospora sp. TSRI0369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micromonospora sp. WMMA2032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plantactinospora sp. BB1	375	497	0	0	689	0	0	0	0	0	415	375	107	322	250	29
Plantactinospora sp. BC1	0	359	0	0	728	0	0	0	0	0	263	264	34	206	128	24
Plantactinospora sp. KBS50	0	0	0	0	663	0	0	0	0	0	0	0	0	0	0	0
Pseudosporangium ferrugineum	0	0	0	0	654	0	0	0	0	0	0	0	0	0	0	0
Salinispora arenicola	0	0	0	0	1602	0	0	0	0	0	0	0	0	0	0	0
Salinispora pacifica	0	0	0	0	1448	0	0	0	0	0	0	0	0	0	0	2
Salinispora tropica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Verrucosispora maris	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0
Verrucosispora sediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xiangella phaseoli	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0
Nakamurella lactea	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0
Nakamurella multipartita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nakamurella panacisegetis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinopolymorpha alba	0	0	0	0	2115	0	0	0	0	0	0	0	0	0	0	0
Actinopolymorpha cephalotaxi	0	0	0	0	1223	0	0	0	0	0	0	0	0	0	0	0
Actinopolymorpha singaporensis	0	0	0	0	1183	0	0	0	0	0	0	0	0	0	0	0
Aeromicrobium choanae	0	0	0	0	631	0	0	0	0	0	0	0	0	0	0	0
Aeromicrobium erythreum	0	0	0	0	697	0	0	0	0	0	0	0	0	0	0	0
Aeromicrobium marinum	0	0	0	0	812	0	0	0	0	0	0	0	0	0	0	0
Aeromicrobium massiliense	0	0	0	0	1173	0	0	0	0	0	0	0	0	0	0	0
Aeromicrobium sp. Leaf245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromicrobium sp. Leaf272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aeromicrobium sp. Root344	0	0	0	0	1076	0	0	0	0	0	0	0	0	0	0	0
Aeromicrobium sp. Root472D3	0	0	0	0	847	0	0	0	0	0	0	0	0	0	0	0
Aeromicrobium sp. Root495	0	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0
Friedmanniella flava	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0
Friedmanniella luteola	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0
Friedmanniella sagamiharensis	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0
Kribbella flavida	0	0	0	0	2929	0	0	0	0	0	0	0	0	0	0	2
Marmoricola ginsengisoli	0	0	0	0	840	0	0	0	0	0	0	0	0	0	0	0
Marmoricola scoriae	0	0	0	0	787	0	0	0	0	0	0	0	0	0	0	0
Marmoricola solisilvae	0	0	0	0	588	0	0	0	0	0	0	0	0	0	0	0
Marmoricola sp. Leaf446	0	0	0	0	788	0	0	0	0	0	0	0	0	0	0	2
Marmoricola sp. URHB0036	0	0	0	0	1022	0	0	0	0	0	0	0	0	0	0	0
Micropruina glycogenica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides alkalitolerans	0	0	0	0	754	0	0	0	0	0	0	0	0	0	0	0
Nocardioides alpinus	0	0	0	0	540	0	0	0	0	0	0	0	0	0	0	3
Nocardioides dokdonensis	0	0	0	0	722	0	0	0	0	0	0	0	0	0	0	0
Nocardioides halotolerans	0	0	0	0	1323	0	0	0	0	0	0	0	0	0	0	0
Nocardioides insulae	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0
Nocardioides lianchengensis	0	0	0	0	846	0	0	0	0	0	0	0	0	0	0	0
Nocardioides psychrotolerans	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0
Nocardioides szechwanensis	0	0	0	0	735	0	0	0	0	0	0	0	0	0	0	0
Nocardioides terrae	0	0	0	0	587	0	0	0	0	0	0	0	0	0	0	0
Nocardioides sp. 78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides sp. CF8	0	0	0	0	761	0	0	0	0	0	0	0	0	0	0	0
Nocardioides sp. Iso805N	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0
Nocardioides sp. J54	0	0	0	0	611	0	0	0	0	0	0	0	0	0	0	0
Nocardioides sp. JS614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides sp. Leaf307	0	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0
Nocardioides sp. Root122	0	0	0	0	599	0	0	0	0	0	0	0	0	0	0	3
Nocardioides sp. Root140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides sp. Root151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides sp. Root190	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0
