# Pathway	CMB001.A0101.unmapped_Abundance	CMB002.A0101.unmapped_Abundance	CMB003.A0101.unmapped_Abundance	CMB004.A0101.unmapped_Abundance	CMB005.A0101.unmapped_Abundance	CMB006.A0101.unmapped_Abundance	CMB007.A0101.unmapped_Abundance	CMB008.A0101.unmapped_Abundance	EXB034.A2701.unmapped_Abundance	EXB059.A2101.unmapped_Abundance	EXB059.A2201.unmapped_Abundance	EXB059.A2301.unmapped_Abundance	EXB059.A2401.unmapped_Abundance	EXB059.A2501.unmapped_Abundance	LIB058.A0102.unmapped_Abundance	LIB058.A0103.unmapped_Abundance	LIB058.A0104.unmapped_Abundance	LIB058.A0105.unmapped_Abundance	LIB058.A0106.unmapped_Abundance	LIB058.A0107.unmapped_Abundance	MID022.A0101.unmapped_Abundance	MID023.A0101.unmapped_Abundance	MID024.A0101.unmapped_Abundance	MID025.A0101.unmapped_Abundance	MID026.A0101.unmapped_Abundance	MID027.A0101.unmapped_Abundance	MID028.A0101.unmapped_Abundance	MID029.A0101.unmapped_Abundance	MID030.A0101.unmapped_Abundance	MID031.A0101.unmapped_Abundance	MID032.A0101.unmapped_Abundance	MID033.A0101.unmapped_Abundance	MID034.A0101.unmapped_Abundance	MID035.A0101.unmapped_Abundance	MID036.A0101.unmapped_Abundance	MID037.A0101.unmapped_Abundance	MID038.A0101.unmapped_Abundance	MID039.A0101.unmapped_Abundance	MID040.A0101.unmapped_Abundance	MID041.A0101.unmapped_Abundance	MID042.A0101.unmapped_Abundance	MID043.A0101.unmapped_Abundance	MID044.A0101.unmapped_Abundance	MID045.A0101.unmapped_Abundance	MID046.A0101.unmapped_Abundance	MID047.A0101.unmapped_Abundance	MID048.A0101.unmapped_Abundance	MID049.A0101.unmapped_Abundance	MID050.A0101.unmapped_Abundance	MID051.A0101.unmapped_Abundance	MID052.A0101.unmapped_Abundance	MID053.A0101.unmapped_Abundance	MID054.A0101.unmapped_Abundance	MID055.A0101.unmapped_Abundance	MID056.A0101.unmapped_Abundance	MID057.A0101.unmapped_Abundance	MID058.A0101.unmapped_Abundance	MID059.A0101.unmapped_Abundance	MID060.A0101.unmapped_Abundance	MID061.A0101.unmapped_Abundance	MID062.A0101.unmapped_Abundance	MID063.A0101.unmapped_Abundance	MID064.A0101.unmapped_Abundance	MID065.A0101.unmapped_Abundance	MID066.A0101.unmapped_Abundance	MID067.A0101.unmapped_Abundance	MID068.A0101.unmapped_Abundance	MID068.B0101.unmapped_Abundance	MID070.A0101.unmapped_Abundance	MID071.A0101.unmapped_Abundance	MID072.A0101.unmapped_Abundance	MID073.A0101.unmapped_Abundance	MID074.A0101.unmapped_Abundance	MID075.A0101.unmapped_Abundance	MID076.A0101.unmapped_Abundance	MID077.A0101.unmapped_Abundance	MID078.A0101.unmapped_Abundance	MID079.A0101.unmapped_Abundance	MID080.A0101.unmapped_Abundance	MID081.A0101.unmapped_Abundance	MID082.A0101.unmapped_Abundance	MID083.A0101.unmapped_Abundance	MID084.A0101.unmapped_Abundance	MID085.A0101.unmapped_Abundance	MID086.A0101.unmapped_Abundance	MID087.A0101.unmapped_Abundance	MID088.A0101.unmapped_Abundance	MID089.A0101.unmapped_Abundance	MID090.A0101.unmapped_Abundance	MID091.A0101.unmapped_Abundance	MID092.A0101.unmapped_Abundance	MID093.A0101.unmapped_Abundance	MID094.A0101.unmapped_Abundance	MID097.A0101.unmapped_Abundance	MID101.A0101.unmapped_Abundance	MID102.A0101.unmapped_Abundance
PWY-5855: ubiquinol-7 biosynthesis (early decarboxylation)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)	0	39.2944	0	0	14.7081	14.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7125	150.641	0	0	45.5157	161.046	55.2857	72.2021	0	0	7.24074	0	0	21.546	110.584	43.3603	54.6901	36.6586	0	10.8679	95.2655	66.2979	5.55751	12.6617	0	38.8443	65.5406	57.1955	13.7071	0	0	0	3.02425	9.04594	10.2946	32.4801	0	0	0	207.816	9.14194	0	0	93.5888	18.3425	4.97472	37.1588	51.392	21.1932	57.0928	0	27.1432	19.6068	0	0	57.0178	34.0787	75.5261	99.9636	0	7.98422	120.087	0	54.3139	8.92518	55.1221	0	0	111.527	5.95197	0	0	49.5949	0	79.5671	28.0726
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)|g__Aggregatibacter.s__Aggregatibacter_aphrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.372	0	0	0	16.1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39965	0
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)|g__Eikenella.s__Eikenella_corrodens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01806	0	0	0	0	5.29834	0	0	0	0	0	0	0	2.84364	3.77654	0	3.42639	1.80568	0	0	9.3717	0	0	0	0	0	0	0	0	0	0	0	0	1.88697	0	2.17099	0	0	0	0	0	0	0	9.09352	0	0	4.45883	0	0	4.03454	0	0	0	0	0	0	0	9.23468	0	0	0	8.49691	0	3.62604	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)|g__Eikenella.s__Eikenella_sp_NML130454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.4861	0	0	0	0	0	0	0	0.702557	0	0	3.03482	1.33146	0	0	2.01592	0	0	0	0	0	0	0	0	0	0	0	0	0.922765	0	1.60972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.888192	0	0	0	0	0	4.53332	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)|g__Kingella.s__Kingella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.12515	0	0	0	9.67046	0	0	0	0	0	0	0	0	0	0	4.55779	0	0	0	0	3.86803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.08281	0	0	0	0	0	0	10.7386	0	0	0	2.51494	0	0	0
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)|g__Morococcus.s__Morococcus_cerebrosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.837	0	0	0	0	4.17457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_elongata	0	2.93433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4194	0	0	6.1675	8.15309	9.01145	8.8185	0	0	0	0	0	0	11.4911	5.54156	0	4.4688	0	0	8.97813	6.9198	0	1.44481	0	0	8.16285	6.99574	0	0	0	0	0	0	0	0	0	0	0	30.2152	0	0	0	3.63953	3.51991	0	4.2692	0	4.13694	4.98733	0	3.7788	3.94242	0	0	5.4009	2.41887	0	6.85425	0	0	13.3455	0	4.33991	0	7.87827	0	0	12.5047	0	0	0	4.94289	0	6.00056	3.42432
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_macacae	0	3.21831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6153	0	0	4.42875	9.23566	2.21295	7.31009	0	0	0	0	0	0	7.01431	0	3.65734	1.23835	0	0	0.787825	4.42406	0	0	0	2.54848	1.6187	0	0.967727	0	0	0	0	0	0	0	0	0	0	18.673	0	0	0	6.27815	0	0	0.825126	0	2.25649	1.48653	0	0	0	0	0	4.27111	2.00228	0	4.85498	0	0	9.57979	0	2.57923	0	0	0	0	8.37609	0	0	0	1.846	0	0	1.80126
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_mucosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.907166	0	0	1.63221	0	0	4.92885	0	0	0	0	0	0	3.86331	3.12877	2.08456	0	0	0	1.37632	2.24275	0	0	0	2.83271	2.29695	2.01713	0.55273	0	0	0	0	0	0	0.268838	0	0	0	13.9713	0	0	0	0.702154	0	0	0	1.17406	0	1.002	0	1.84421	0	0	0	1.38807	2.14805	1.13341	3.49663	0	1.63365	1.44924	0	0.522157	0	2.1254	0	0	10.8328	0	0	0	0	0	3.36979	2.96096
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_sicca	0	1.54407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.40056	0	0	0	10.2581	0.552162	6.16658	0	0	0	0	0	0	5.59508	1.74485	3.45941	1.20147	0	0.757665	1.88087	4.86481	0	0	0	1.10849	2.16031	0.713397	0.642503	0	0	0	0	0	0	1.60184	0	0	0	7.47417	0	0	0	6.39888	0	0	0	2.21957	1.13595	0	0	0.624357	0	0	0	3.71919	3.94583	1.55622	14.6015	0	0.619561	9.00121	0	1.82461	0	1.51328	0	0	5.20273	0	0	0	1.57274	0	4.38202	1.43847
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_sp_HMSC064E01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17115	0	0	3.39092	7.9063	2.16502	5.01793	0	0	0	0	0	0	7.89772	4.92491	2.60398	1.96122	0	0	0	7.64728	0	0	0	0	0	4.02332	1.11797	0	0	0	0	0	0	1.04091	0	0	0	11.411	0	0	0	3.50435	0	0	0	0	0	0.962813	0	0	0	0	0	2.97394	2.4853	0	8.79342	0	0	10.3652	0	1.13142	0	0	0	0	9.43273	0	0	0	2.34851	0	0	1.25197
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5856: ubiquinol-9 biosynthesis (early decarboxylation)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)	0	39.2944	0	0	14.7081	14.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7125	150.641	0	0	45.5157	161.046	55.2857	72.2021	0	0	7.24074	0	0	21.546	110.584	43.3603	54.6901	36.6586	0	10.8679	95.2655	66.2979	5.55751	12.6617	0	38.8443	65.5406	57.1955	13.7071	0	0	0	3.02425	9.04594	10.2946	32.4801	0	0	0	207.816	9.14194	0	0	93.5888	18.3425	4.97472	37.1588	51.392	21.1932	57.0928	0	27.1432	19.6068	0	0	57.0178	34.0787	75.5261	99.9636	0	7.98422	120.087	0	54.3139	8.92518	55.1221	0	0	111.527	5.95197	0	0	49.5949	0	79.5671	28.0726
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)|g__Aggregatibacter.s__Aggregatibacter_aphrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.372	0	0	0	16.1941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39965	0
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)|g__Eikenella.s__Eikenella_corrodens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01806	0	0	0	0	5.29834	0	0	0	0	0	0	0	2.84364	3.77654	0	3.42639	1.80568	0	0	9.3717	0	0	0	0	0	0	0	0	0	0	0	0	1.88697	0	2.17099	0	0	0	0	0	0	0	9.09352	0	0	4.45883	0	0	4.03454	0	0	0	0	0	0	0	9.23468	0	0	0	8.49691	0	3.62604	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)|g__Eikenella.s__Eikenella_sp_NML130454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.4861	0	0	0	0	0	0	0	0.702557	0	0	3.03482	1.33146	0	0	2.01592	0	0	0	0	0	0	0	0	0	0	0	0	0.922765	0	1.60972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.888192	0	0	0	0	0	4.53332	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)|g__Kingella.s__Kingella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.12515	0	0	0	9.67046	0	0	0	0	0	0	0	0	0	0	4.55779	0	0	0	0	3.86803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.08281	0	0	0	0	0	0	10.7386	0	0	0	2.51494	0	0	0
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)|g__Morococcus.s__Morococcus_cerebrosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.837	0	0	0	0	4.17457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_elongata	0	2.93433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4194	0	0	6.1675	8.15309	9.01145	8.8185	0	0	0	0	0	0	11.4911	5.54156	0	4.4688	0	0	8.97813	6.9198	0	1.44481	0	0	8.16285	6.99574	0	0	0	0	0	0	0	0	0	0	0	30.2152	0	0	0	3.63953	3.51991	0	4.2692	0	4.13694	4.98733	0	3.7788	3.94242	0	0	5.4009	2.41887	0	6.85425	0	0	13.3455	0	4.33991	0	7.87827	0	0	12.5047	0	0	0	4.94289	0	6.00056	3.42432
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_macacae	0	3.21831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.6153	0	0	4.42875	9.23566	2.21295	7.31009	0	0	0	0	0	0	7.01431	0	3.65734	1.23835	0	0	0.787825	4.42406	0	0	0	2.54848	1.6187	0	0.967727	0	0	0	0	0	0	0	0	0	0	18.673	0	0	0	6.27815	0	0	0.825126	0	2.25649	1.48653	0	0	0	0	0	4.27111	2.00228	0	4.85498	0	0	9.57979	0	2.57923	0	0	0	0	8.37609	0	0	0	1.846	0	0	1.80126
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_mucosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.907166	0	0	1.63221	0	0	4.92885	0	0	0	0	0	0	3.86331	3.12877	2.08456	0	0	0	1.37632	2.24275	0	0	0	2.83271	2.29695	2.01713	0.55273	0	0	0	0	0	0	0.268838	0	0	0	13.9713	0	0	0	0.702154	0	0	0	1.17406	0	1.002	0	1.84421	0	0	0	1.38807	2.14805	1.13341	3.49663	0	1.63365	1.44924	0	0.522157	0	2.1254	0	0	10.8328	0	0	0	0	0	3.36979	2.96096
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_sicca	0	1.54407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.40056	0	0	0	10.2581	0.552162	6.16658	0	0	0	0	0	0	5.59508	1.74485	3.45941	1.20147	0	0.757665	1.88087	4.86481	0	0	0	1.10849	2.16031	0.713397	0.642503	0	0	0	0	0	0	1.60184	0	0	0	7.47417	0	0	0	6.39888	0	0	0	2.21957	1.13595	0	0	0.624357	0	0	0	3.71919	3.94583	1.55622	14.6015	0	0.619561	9.00121	0	1.82461	0	1.51328	0	0	5.20273	0	0	0	1.57274	0	4.38202	1.43847
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_sp_HMSC064E01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17115	0	0	3.39092	7.9063	2.16502	5.01793	0	0	0	0	0	0	7.89772	4.92491	2.60398	1.96122	0	0	0	7.64728	0	0	0	0	0	4.02332	1.11797	0	0	0	0	0	0	1.04091	0	0	0	11.411	0	0	0	3.50435	0	0	0	0	0	0.962813	0	0	0	0	0	2.97394	2.4853	0	8.79342	0	0	10.3652	0	1.13142	0	0	0	0	9.43273	0	0	0	2.34851	0	0	1.25197
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)|g__Neisseria.s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5857: ubiquinol-10 biosynthesis (early decarboxylation)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I	0	0	0	0	0	16.0122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.2789	0	0	0	0	0	0	0	0	20.9052	0	0	13.1927	0	0	0	28.4088	0	0	11.551	0	0	0	0	7.7176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.9542	0	0	21.3304	0	0	0	0	0	0	0	0	0	0	26.9571	19.4341	0	0	0	0	10.4805	0	60.6848	0	0	24.5451	0	0	0	0	0	0	0
PWY-5897: superpathway of menaquinol-11 biosynthesis	0	18.1667	0	0	0	25.5884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6185	0	0	30.645	0	0	0	0	0	0	0	0	33.1177	0	0	25.6979	0	0	0	75.7038	0	0	22.2795	0	0	0	0	16.3932	0	0	0	0	0	0	15.3746	0	0	0	0	0	0	0	121.246	0	0	33.1521	50.9011	0	0	0	35.2288	0	0	0	0	0	36.1308	35.6459	0	0	0	0	16.0527	0	97.9352	0	0	38.871	0	0	0	0	0	49.7284	0
PWY-5897: superpathway of menaquinol-11 biosynthesis|g__Aggregatibacter.s__Aggregatibacter_aphrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8261	0	0	0	14.1976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5898: superpathway of menaquinol-12 biosynthesis	0	18.1667	0	0	0	25.5884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6185	0	0	30.645	0	0	0	0	0	0	0	0	33.1177	0	0	25.6979	0	0	0	75.7038	0	0	22.2795	0	0	0	0	16.3932	0	0	0	0	0	0	15.3746	0	0	0	0	0	0	0	121.246	0	0	33.1521	50.9011	0	0	0	35.2288	0	0	0	0	0	36.1308	35.6459	0	0	0	0	16.0527	0	97.9352	0	0	38.871	0	0	0	0	0	49.7284	0
PWY-5898: superpathway of menaquinol-12 biosynthesis|g__Aggregatibacter.s__Aggregatibacter_aphrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8261	0	0	0	14.1976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5899: superpathway of menaquinol-13 biosynthesis	0	18.1667	0	0	0	25.5884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6185	0	0	30.645	0	0	0	0	0	0	0	0	33.1177	0	0	25.6979	0	0	0	75.7038	0	0	22.2795	0	0	0	0	16.3932	0	0	0	0	0	0	15.3746	0	0	0	0	0	0	0	121.246	0	0	33.1521	50.9011	0	0	0	35.2288	0	0	0	0	0	36.1308	35.6459	0	0	0	0	16.0527	0	97.9352	0	0	38.871	0	0	0	0	0	49.7284	0
PWY-5899: superpathway of menaquinol-13 biosynthesis|g__Aggregatibacter.s__Aggregatibacter_aphrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8261	0	0	0	14.1976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	0	25.5358	0	0	0	17.7528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.2569	11.6259	6.32353	0	39.9799	26.1597	33.6113	41.0013	9.76339	0	23.8751	14.9752	0	24.5338	66.117	48.089	48.5606	25.5554	0	39.013	59.07	43.4414	42.264	56.1858	0	38.6879	42.8508	49.7729	30.7943	12.4755	0	0	25.5505	21.0956	34.8963	30.2565	0	21.4135	19.3874	10.8004	36.7591	0	29.9	57.3333	37.4419	25.7859	39.7461	142.045	23.6511	46.3248	0	72.0979	20.5239	0	0	44.7412	47.8174	101.707	38.9492	29.399	27.1999	30.5303	10.7846	38.1907	19.4776	52.9409	22.7649	28.3687	0	34.7413	0	14.1169	61.4266	18.913	77.7205	37.834
PWY-5913: partial TCA cycle (obligate autotrophs)	0	71.6177	8.26439	8.47767	44.521	39.64	6.50741	15.9477	0	0	0	0	0	35.5879	0	0	0	0	26.3571	0	22.7489	241.462	28.2254	21.8177	171.027	122.16	104.993	155.203	24.5537	8.95218	36.9002	23.1476	10.4946	73.4643	173.05	122.529	99.3321	136.783	8.49519	64.1968	174.395	152.686	75.6634	98.2097	11.7289	94.3959	127.55	149.397	49.7516	7.12024	21.6849	5.7231	44.1304	48.2876	57.3486	67.4376	15.5754	22.3474	22.0789	291.161	55.6922	33.8734	33.0018	233.026	71.7759	38.8553	80.9986	313.499	44.9817	194.504	13.7009	132.641	41.3416	7.5336	18.2078	159.164	131.085	251.102	176.682	64.878	45.2495	130.439	49.7392	96.0066	59.2317	153.871	64.4921	35.3382	215.009	56.4188	18.2052	71.2179	147.236	12.8436	164.078	94.1337
PWY-5913: partial TCA cycle (obligate autotrophs)|g__Aggregatibacter.s__Aggregatibacter_aphrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.45557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8178	0	0	0	7.88092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22685	0	3.73621	0
PWY-5913: partial TCA cycle (obligate autotrophs)|g__Cardiobacterium.s__Cardiobacterium_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39361	0	0	0	0	0	0	4.14281	0	0	0	4.65847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.15057	0	0	0	0	0	3.32207	0	0	0	0	0	0	0	0	0	3.51994	0	0	0	0	0	0	3.51241	3.6175	0	0	0	8.89056	0	3.14889	0	3.95323	0	0	0	0	0	0	0	0	0	0
PWY-5913: partial TCA cycle (obligate autotrophs)|g__Cardiobacterium.s__Cardiobacterium_valvarum	0	0	0	0	0	4.34447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.25273	0	4.12022	0	0	0	0	0	0	6.94199	3.58262	1.80238	5.97514	5.56562	0	0	10.1497	0	0	0	0	0	0	4.28015	0	0	0	0	0	0	6.52602	0	0	0	0	1.89744	4.48384	0	0	0	6.38792	0	9.30167	0	0	5.3662	0	0	0	0	0	3.48559	6.78251	12.3949	6.09784	0	0	2.42093	0	5.49161	0	4.38049	0	0	0	0	0	0	3.90466	0	0	3.53017
