#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	VLC010.A0101.sub75bp.metaphlan3	VLC009.A0101.sub75bp.metaphlan3	VLC008.A0101.sub75bp.metaphlan3	VLC005.A0101.sub75bp.metaphlan3	VLC004.A0101.sub75bp.metaphlan3	VLC003.A0101.sub75bp.metaphlan3	VLC002.A0101.sub75bp.metaphlan3	VLC001.A0101.sub75bp.metaphlan3	MID102.A0101.sub75bp.metaphlan3	MID101.A0101.sub75bp.metaphlan3	MID097.A0101.sub75bp.metaphlan3	MID094.A0101.sub75bp.metaphlan3	MID093.A0101.sub75bp.metaphlan3	MID092.A0101.sub75bp.metaphlan3	MID091.A0101.sub75bp.metaphlan3	MID090.A0101.sub75bp.metaphlan3	MID089.A0101.sub75bp.metaphlan3	MID088.A0101.sub75bp.metaphlan3	MID087.A0101.sub75bp.metaphlan3	MID086.A0101.sub75bp.metaphlan3	MID085.A0101.sub75bp.metaphlan3	MID084.A0101.sub75bp.metaphlan3	MID083.A0101.sub75bp.metaphlan3	MID082.A0101.sub75bp.metaphlan3	MID081.A0101.sub75bp.metaphlan3	MID080.A0101.sub75bp.metaphlan3	MID079.A0101.sub75bp.metaphlan3	MID078.A0101.sub75bp.metaphlan3	MID077.A0101.sub75bp.metaphlan3	MID076.A0101.sub75bp.metaphlan3	MID075.A0101.sub75bp.metaphlan3	MID074.A0101.sub75bp.metaphlan3	MID073.A0101.sub75bp.metaphlan3	MID072.A0101.sub75bp.metaphlan3	MID071.A0101.sub75bp.metaphlan3	MID070.A0101.sub75bp.metaphlan3	MID068.B0101.sub75bp.metaphlan3	MID068.A0101.sub75bp.metaphlan3	MID067.A0101.sub75bp.metaphlan3	MID066.A0101.sub75bp.metaphlan3	MID065.A0101.sub75bp.metaphlan3	MID064.A0101.sub75bp.metaphlan3	MID063.A0101.sub75bp.metaphlan3	MID062.A0101.sub75bp.metaphlan3	MID061.A0101.sub75bp.metaphlan3	MID060.A0101.sub75bp.metaphlan3	MID059.A0101.sub75bp.metaphlan3	MID058.A0101.sub75bp.metaphlan3	MID057.A0101.sub75bp.metaphlan3	MID056.A0101.sub75bp.metaphlan3	MID055.A0101.sub75bp.metaphlan3	MID054.A0101.sub75bp.metaphlan3	MID053.A0101.sub75bp.metaphlan3	MID052.A0101.sub75bp.metaphlan3	MID051.A0101.sub75bp.metaphlan3	MID050.A0101.sub75bp.metaphlan3	MID049.A0101.sub75bp.metaphlan3	MID048.A0101.sub75bp.metaphlan3	MID047.A0101.sub75bp.metaphlan3	MID046.A0101.sub75bp.metaphlan3	MID045.A0101.sub75bp.metaphlan3	MID044.A0101.sub75bp.metaphlan3	MID043.A0101.sub75bp.metaphlan3	MID042.A0101.sub75bp.metaphlan3	MID041.A0101.sub75bp.metaphlan3	MID040.A0101.sub75bp.metaphlan3	MID039.A0101.sub75bp.metaphlan3	MID038.A0101.sub75bp.metaphlan3	MID037.A0101.sub75bp.metaphlan3	MID036.A0101.sub75bp.metaphlan3	MID035.A0101.sub75bp.metaphlan3	MID034.A0101.sub75bp.metaphlan3	MID033.A0101.sub75bp.metaphlan3	MID032.A0101.sub75bp.metaphlan3	MID031.A0101.sub75bp.metaphlan3	MID030.A0101.sub75bp.metaphlan3	MID029.A0101.sub75bp.metaphlan3	MID028.A0101.sub75bp.metaphlan3	MID027.A0101.sub75bp.metaphlan3	MID026.A0101.sub75bp.metaphlan3	MID025.A0101.sub75bp.metaphlan3	MID024.A0101.sub75bp.metaphlan3	MID023.A0101.sub75bp.metaphlan3	MID022.A0101.sub75bp.metaphlan3	KT36calc.sub75bp.metaphlan3	KT35calc.sub75bp.metaphlan3	KT34calc.sub75bp.metaphlan3	KT33calc.sub75bp.metaphlan3	KT32calc.sub75bp.metaphlan3	KT31calc.sub75bp.metaphlan3	KT30calc.sub75bp.metaphlan3	KT29calc.sub75bp.metaphlan3	KT28calc.sub75bp.metaphlan3	KT27calc.sub75bp.metaphlan3	KT26calc.sub75bp.metaphlan3	KT25calc.sub75bp.metaphlan3	KT24calc.sub75bp.metaphlan3	KT23calc.sub75bp.metaphlan3	KT22calc.sub75bp.metaphlan3	KT21calc.sub75bp.metaphlan3	KT20calc.sub75bp.metaphlan3	KT19calc.sub75bp.metaphlan3	KT18calc.sub75bp.metaphlan3	KT17calc.sub75bp.metaphlan3	KT16calc.sub75bp.metaphlan3	KT15calc.sub75bp.metaphlan3	KT14calc.sub75bp.metaphlan3	KT13calc.sub75bp.metaphlan3	KT12calc.sub75bp.metaphlan3	KT11calc.sub75bp.metaphlan3	KT10calc.sub75bp.metaphlan3	KT09calc.sub75bp.metaphlan3	KT08calc.sub75bp.metaphlan3	KT07calc.sub75bp.metaphlan3	KT06calc.sub75bp.metaphlan3	KT05calc.sub75bp.metaphlan3	KT04calc.sub75bp.metaphlan3	KT03calc.sub75bp.metaphlan3	KT02calc.sub75bp.metaphlan3	KT01calc.sub75bp.metaphlan3	JAE016.A0101.sub75bp.metaphlan3	JAE015.A0101.sub75bp.metaphlan3	JAE014.A0101.sub75bp.metaphlan3	JAE013.A0101.sub75bp.metaphlan3	JAE012.A0101.sub75bp.metaphlan3	JAE010.A0101.sub75bp.metaphlan3	JAE009.A0101.sub75bp.metaphlan3	JAE008.A0101.sub75bp.metaphlan3	JAE007.A0101.sub75bp.metaphlan3	JAE006.A0101.sub75bp.metaphlan3	IVE007.B0101.sub75bp.metaphlan3	IVE005.B0101.sub75bp.metaphlan3	IVE005.A0101.sub75bp.metaphlan3	IVE003.A0101.sub75bp.metaphlan3	IVE002.B0101.sub75bp.metaphlan3	ELR010.A0101.sub75bp.metaphlan3	ELR008.A0101.sub75bp.metaphlan3	ELR006.A0101.sub75bp.metaphlan3	ELR004.A0101.sub75bp.metaphlan3	ELR003.A0101.sub75bp.metaphlan3	CS48.sub75bp.metaphlan3	CS47.sub75bp.metaphlan3	CS46.sub75bp.metaphlan3	CS45.sub75bp.metaphlan3	CS44.sub75bp.metaphlan3	CS43.sub75bp.metaphlan3	CS42.sub75bp.metaphlan3	CS40.sub75bp.metaphlan3	CS39.sub75bp.metaphlan3	CS38.sub75bp.metaphlan3	CS37.sub75bp.metaphlan3	CS36.sub75bp.metaphlan3	CS35.sub75bp.metaphlan3	CS34.sub75bp.metaphlan3	CS33.sub75bp.metaphlan3	CS32.sub75bp.metaphlan3	CS31.sub75bp.metaphlan3	CS30.sub75bp.metaphlan3	CS29.sub75bp.metaphlan3	CS28.sub75bp.metaphlan3	CS27.sub75bp.metaphlan3	CS26.sub75bp.metaphlan3	CS24.sub75bp.metaphlan3	CS23.sub75bp.metaphlan3	CS22.sub75bp.metaphlan3	CS21.sub75bp.metaphlan3	CS20.sub75bp.metaphlan3	CS19.sub75bp.metaphlan3	CS18.sub75bp.metaphlan3	CS17.sub75bp.metaphlan3	CS16.sub75bp.metaphlan3	CS15.sub75bp.metaphlan3	CS14.sub75bp.metaphlan3	CS13.sub75bp.metaphlan3	CS12.sub75bp.metaphlan3	CS11.sub75bp.metaphlan3	CS10.sub75bp.metaphlan3	CS09.sub75bp.metaphlan3	CS08.sub75bp.metaphlan3	CS07.sub75bp.metaphlan3	CS04.sub75bp.metaphlan3	CS03.sub75bp.metaphlan3	CS02.sub75bp.metaphlan3	CS01.sub75bp.metaphlan3	CMB008.A0101.sub75bp.metaphlan3	CMB007.A0101.sub75bp.metaphlan3	CMB006.A0101.sub75bp.metaphlan3	CMB005.A0101.sub75bp.metaphlan3	CMB004.A0101.sub75bp.metaphlan3	CMB003.A0101.sub75bp.metaphlan3	CMB002.A0101.sub75bp.metaphlan3	CMB001.A0101.sub75bp.metaphlan3
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_elongata	2|1224|28216|206351|481|482|495	1.67455	0.97699	2.35158	1.40147	0.95322	8.47441	0.77095	0.89456	1.01111	1.81761	0	4.88318	0	0	0.11506	3.56839	0.1173	0.13882	6.634	0	1.67186	0	6.75071	0	0	1.80486	0	2.20029	1.41572	0	0	1.06363	1.04263	0	2.87661	1.45388	0.80475	2.75219	0.10968	1.12895	0.66431	0	0	0.18706	8.30906	0	0	0	0	0.24886	0	0	0	0	0	0.24324	1.407	4.00744	0.52979	0	0.65721	0.12567	1.28126	4.35139	0.05679	0	3.67545	0.75865	0.89821	2.82189	0.17028	0	0	0	0	0	2.93739	2.18869	1.76196	2.18145	0	0	5.26309	0	0	0	0	0.08882	0.06685	0.68726	0	0	0	0	1.0684	0	0	0.03185	0.62511	0	0	1.40416	0	0	0	0	0.19696	0	0	0	0	0	1.01819	0	0	0	0.15829	0	0	0.87116	0	0.53469	1.80911	8.33754	5.67077	0.58032	1.66801	0.12588	8.55136	8.50188	0	8.84447	3.04869	0.42871	1.94897	0	0.64321	0	3.08503	0	0	0.16515	4.85128	7.26176	0	0	0.6939	0	0	0	0	0	0	6.1974	0	0	0.28796	0	4.24096	0	0	0	1.7823	2.9664	4.57948	0	0	2.76203	4.05124	0	2.59568	0.02185	0	3.35867	0	0	5.09184	0.39944	3.79524	1.9846	0	0	0	0	0	0	0.08656	0.02511	0	0	0.53214	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens	2|1224|28216|206351|481|482|484	0	0.07426	0	0	0	0	0.30643	0	0	0	0	0	0	0	0	0	0	0	0.17859	0	0	0	0.56214	0	0	0	0	0.9447	0.14838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62584	0	0	0	0	0	0	0.15998	0	0	0	0	0	0	0.65773	0	0	0.19077	0	0	0	0	0	0	0	0	0	0	2.24703	0	0.18607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09847	0	0.0185	0.01825	0.05306	0	0	0.03119	0.11524	0	0.01803	0	0	0	0	0	0	0	0	0	0	0	0.08015	0	0.55028	0	0	0	0	0	0	0	0	0	0.28141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15919	0	0	0.35382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_gonorrhoeae	2|1224|28216|206351|481|482|485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_macacae	2|1224|28216|206351|481|482|496	0	0	0	0	1.32507	0	0	1.61227	0	0	0	0.28293	0	0	0	0	0	0	0.12972	0	0.12783	0	0	0	0.19466	1.40938	0	0.86336	0.34266	0	0	0	0	0	0	0	0	0.29201	0	0	0.39363	0	0	0.19075	0.28399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63117	0	0	0.41436	0.85079	0.15285	0.46663	0.3747	0	0	0	0	0	0.15136	0	0	0.1823	0	0	0.59036	0	0	0	0	0	0.30627	0.09999	0	0	0	0	0	0	0	0.22813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29016	0	0	0	0	0	0	0.29579	0	0	0	0.21336	0	2.08903	0	0.05044	0	0	0.10276	0.17793	0	0	0.37147	0	0	0	0	0	0	0.13655	0	0	0.32354	0	0	0	0	0	0	0	0	0.5248	0	0	0	0.58875	0.39117	0	0	0	3.047	0.65862	0.63907	0	0	1.35958	0	0	0.49341	0.66303	0	1.70348	0	0	1.27099	0	0.9559	0	0	0	0	0	0	0	0	0.32749	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_mucosa	2|1224|28216|206351|481|482|488	0	2.09089	0	1.09476	0	4.42432	0.46574	1.82115	0.86663	8.97237	0	0.49214	0	0	0	6.8114	0	0.17625	2.02821	0	0.45479	0	3.30828	0	0	6.99218	7.6688	1.09663	1.62934	0	0	0	1.66341	0	2.30582	0.15882	0.79287	0.33196	0	0	1.63891	0	0	0	14.98842	0	0	0	0.57465	0	0	0.14042	0	0	0	0	4.45089	2.55937	0	0	0.49269	0	2.04492	0.63885	0	0	0	1.77719	3.30513	11.47205	0.2942	0	0	0	0	0	1.60185	1.93764	0.63367	1.62502	0	0	9.28698	0	0	0	0	0	0	1.24112	0	0	0	0	0.35723	0	0	0	0.94967	0	0	1.24612	0	0	0	0	0.34999	0	0	0	0	0	5.88752	0	0	0	2.74098	0	0	0.86497	0	0.25183	0.37962	9.95109	0	0.18004	1.21837	2.13625	7.20086	5.48396	0	2.63077	0.44687	0	5.89323	0	0	0.06973	0	0.55246	0	0	0	3.67583	0.48989	0	4.74448	0	0	0	0	0	0	18.06425	0	0.31462	0	0	16.1226	0	0	0	0	3.35374	15.02781	0	0	3.47313	4.31818	0	0.7257	0	0	6.6991	0.26522	0	6.50156	0	0.82523	0	0	0	0	0	0	0	0	0	0	0	0.90087	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sicca	2|1224|28216|206351|481|482|490	0	0.55044	0	2.35799	4.913	2.7424	3.25693	5.37033	0.70868	2.2481	0	1.44433	0	0	0	5.6126	0	0	0.50968	0.64892	2.81071	0	9.36383	0.85647	0.10794	11.74822	2.11903	3.67905	2.84237	0	0	0	0.67539	0	1.26412	1.51698	0	0	0	0.13191	4.43025	0	0	0	8.53212	0	0	0	0.43401	0	0	0.41305	0	0	0	0.53892	3.49189	1.73589	1.68241	0	0.45185	0.09678	3.84408	0.43192	0.37417	0	1.77652	3.48834	2.55197	4.24666	0.23523	0	0	0.20162	0	0	1.93877	1.43618	11.32123	4.10296	0	0	11.12013	0	0	0	0	0	0.2092	1.74961	0	0.06131	0	0.52498	0.71068	0	0.13243	3.77407	2.02606	0	0	4.32071	0	0	1.09393	0	0	0	0	0	0	0	6.82006	0	0	0	2.23562	0	0	1.59149	0.0863	0.11096	1.00698	20.4315	0.07402	3.34143	0.68095	2.59389	16.36858	10.05527	0.06696	6.18126	0.71938	1.08601	7.55778	0	0	0	3.30327	0	0	0.11183	0.76626	7.09272	0.40542	0	5.78623	0	0	0	0	0	0	5.2987	0.08015	0	0.52385	0	8.93495	0	0	0	2.97604	4.61769	3.01777	0.25305	0	6.1561	12.53309	0	13.05325	0.20448	0	5.61124	0	0	7.57847	0	1.88435	1.80075	0	0	0	0.78353	0	0	0.11211	0.13379	0	0	2.33484	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp_HMSC064E01	2|1224|28216|206351|481|482|1715052	0	0	0	0.83159	0.01816	0	0	0.03894	0	0	0	0.05262	0	0	0	0	0	0	0	0	0	0	0.53477	0	0	0.39453	0	0.2535	0.09106	0	0	0	0	0	0	0	0	0	0	0	0.28134	0	0	0	0.14867	0	0	0	0	0	0	0	0	0	0	0.03488	0	0	0	0	0	0	0	0	0	0	0	0.32187	0.16811	0.62372	0	0	0	0	0	0	0.73916	0.36184	0.12812	0	0	0	0.58087	0	0	0	0	0	0	0.19469	0	0	0	0	0	0	0	0.1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09604	0	0	0	0	0	0	0	0.00786	0	0	0	0.53576	0	0	0	0	0	0	0	0	0	0	0	0.53784	0	0	1.40545	0	0	0	0	0	0	0	0	0	0	0	0.50837	0	0	0	0	0.37847	0.14198	0	0	0.45741	0	0	2.1259	0	0	0.89181	0	0	0.17322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp_oral_taxon_014	2|1224|28216|206351|481|482|641148	0.05206	0	0	0	0	0	0.7307	0.06402	0	0	0	0	0	0	0	0	0	0	0	0	0.17579	0	0	0	0	0	0	0	0.19805	0	0	0	0	0	0	0	0	0	0	0.3499	0.05115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62282	0	0.04926	0	0	0	0	0	0.51834	0.60581	0	0	0.80557	0	0	0	0	0	0	0	0	0	0	1.44666	0	0	0	0	0	0	0.49461	0	0	0	0	0	0.01442	0.02766	0.34362	0	0	0	0	0	0.04335	0	0	0	0	0	0	0	0.06398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03204	0	0	0	0	0	0	0.29448	0	0.68762	0	0	0	0	0	0	0	0	0	0	0	0	0.06858	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_subflava	2|1224|28216|206351|481|482|28449	0	0	0	0	0	0	0	0	0	0.23352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87911	0	0.19212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20559	0	0	0.23885	0	0	0	0	0	0	0	0.38331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50482	0	0	0	0	0	0	0	0	0	0.02207	0.10415	0	0	0	0.22856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.79868	0.42116	1.99075	0.7054	0	0.18766	0.41804	2.99717	5.38845	2.34209	13.28666	6.04638	6.91237	7.29814	2.2383	2.22669	5.60906	2.39777	1.91513	11.9287	13.17915	10.88274	3.02814	7.71078	8.90051	2.23445	0.38158	4.06404	4.38434	10.15837	14.53011	10.13218	4.12759	18.32452	2.41954	10.02582	1.42515	3.06797	19.21105	7.32266	0.80781	2.46367	4.37667	6.6944	0.09907	10.64446	12.93549	7.01859	9.74842	0.71932	7.91452	3.07495	9.99366	18.47797	14.76723	6.84481	3.52745	0.5367	9.09975	1.84252	1.94195	18.24708	4.43012	0.26159	5.46733	8.29469	3.94742	1.27267	4.62705	2.11776	4.62925	5.26507	7.83498	6.43451	15.81285	16.98013	5.48413	5.82516	0.74183	1.13769	11.85391	23.38512	1.73272	9.56252	21.51683	20.32713	21.1643	9.22743	11.23092	9.05624	24.39931	8.25723	16.86429	16.84907	12.03179	17.99857	19.17612	9.33019	10.25115	23.21903	25.79941	1.35963	30.49623	24.5698	18.82178	24.13934	4.60119	21.84326	20.04996	16.39496	20.75817	14.97134	0.03602	25.66099	24.18631	16.12426	14.00767	6.91556	20.85985	2.93103	14.77169	14.50224	2.45798	0.05456	0	0.65082	2.2296	0.49599	0	0	12.99335	2.08863	7.45451	13.06518	3.98937	0	12.79401	10.95802	1.42291	5.67627	18.16967	16.90438	1.11862	2.43499	11.82833	4.81732	3.03637	16.59784	5.29529	19.77607	5.5026	4.68411	31.77961	2.22595	23.27299	6.74465	2.04957	16.19863	0	8.88305	25.40529	24.21071	4.3192	2.36663	1.00845	33.43438	8.37735	3.59337	0.12256	10.00975	2.53857	15.96125	0	0.2922	7.54605	14.68973	2.07027	16.65892	9.25572	15.51747	39.70693	1.93819	7.95929	1.53281	10.74366	24.9592	16.82083	23.8727	26.35161	38.51929	11.87309	22.08222
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales	2|1224|28221|213118	0.79868	0.42116	1.99075	0.7054	0	0.18766	0.41804	2.99717	0.66143	0.45756	13.28666	6.04638	6.91237	6.57765	2.2383	2.22669	5.60906	2.39777	1.91513	11.9287	0.26312	10.88274	3.02814	7.71078	7.16791	2.23445	0	4.06404	4.38434	2.33873	4.93462	10.13218	4.12759	18.32452	2.41954	10.02582	0.43862	1.04081	1.69809	2.06145	0.80781	2.46367	4.37667	6.6944	0.09907	2.21935	12.93549	4.63277	9.74842	0	1.37087	3.07495	9.99366	3.18153	0.89135	4.21431	3.52745	0.5367	4.15939	1.84252	1.94195	1.9021	1.85283	0	5.46733	8.29469	3.94742	1.27267	2.24149	2.11776	4.62925	5.26507	0.9109	6.43451	15.81285	6.61018	1.64171	5.82516	0.74183	1.13769	11.85391	2.33166	1.19791	8.90291	16.25645	7.76282	13.79998	0	6.66531	5.58177	9.94016	4.42659	10.46333	4.72123	2.18335	6.28079	6.36621	4.17194	9.82302	10.99628	11.3872	1.35963	12.63799	4.51267	6.2227	9.07714	4.60119	11.98443	6.6807	13.54469	11.12124	14.97134	0.03602	4.85045	12.06286	2.78812	6.2287	6.28904	18.56994	2.3349	14.77169	1.55375	1.95376	0.05456	0	0.34904	2.2296	0.49599	0	0	2.88549	0	0	5.85167	1.3626	0	0.617	8.95914	1.42291	4.70691	0.82371	3.5504	1.11862	0.79462	11.82833	4.29038	0.90169	16.59784	0.30232	17.07932	4.5994	4.62431	0.56955	2.22595	23.27299	6.74465	2.04957	16.19863	0	2.19694	25.40529	9.18621	0	2.36663	1.00845	0.87844	0.70836	3.59337	0	10.00975	2.53857	15.96125	0	0.2922	7.54605	14.68973	1.95598	1.74407	9.25572	5.15836	9.54039	1.6139	3.70714	1.53281	10.74366	24.9592	16.82083	23.8727	1.80495	2.55817	11.87309	22.08222
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae	2|1224|28221|213118|213121	0.79868	0.42116	1.99075	0.7054	0	0.18766	0.41804	2.99717	0.66143	0.45756	13.28666	6.04638	6.91237	6.57765	2.2383	2.22669	5.60906	2.39777	1.91513	11.9287	0.26312	10.88274	3.02814	7.71078	7.16791	2.23445	0	4.06404	4.38434	2.33873	4.93462	10.13218	4.12759	18.32452	2.41954	10.02582	0.43862	1.04081	1.69809	2.06145	0.80781	2.46367	4.37667	6.6944	0.09907	2.21935	12.93549	4.63277	9.74842	0	1.37087	3.07495	9.99366	3.18153	0.89135	4.21431	3.52745	0.5367	4.15939	1.84252	1.94195	1.9021	1.85283	0	5.46733	8.29469	3.94742	1.27267	2.24149	2.11776	4.62925	5.26507	0.9109	6.43451	15.81285	6.61018	1.64171	5.82516	0.74183	1.13769	11.85391	2.33166	1.19791	8.90291	16.25645	7.76282	13.79998	0	6.66531	5.58177	9.94016	4.42659	10.46333	4.72123	2.18335	6.28079	6.36621	4.17194	9.82302	10.99628	11.3872	1.35963	12.63799	4.51267	6.2227	9.07714	4.60119	11.98443	6.6807	13.54469	11.12124	14.97134	0.03602	4.85045	12.06286	2.78812	6.2287	6.28904	18.56994	2.3349	14.77169	1.55375	1.95376	0.05456	0	0.34904	2.2296	0.49599	0	0	2.88549	0	0	5.85167	1.3626	0	0.617	8.95914	1.42291	4.70691	0.82371	3.5504	1.11862	0.79462	11.82833	4.29038	0.90169	16.59784	0.30232	17.07932	4.5994	4.62431	0.56955	2.22595	23.27299	6.74465	2.04957	16.19863	0	2.19694	25.40529	9.18621	0	2.36663	1.00845	0.87844	0.70836	3.59337	0	10.00975	2.53857	15.96125	0	0.2922	7.54605	14.68973	1.95598	1.74407	9.25572	5.15836	9.54039	1.6139	3.70714	1.53281	10.74366	24.9592	16.82083	23.8727	1.80495	2.55817	11.87309	22.08222
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__Desulfobulbus	2|1224|28221|213118|213121|893	0.79868	0.42116	1.99075	0.7054	0	0.18766	0.41804	2.99717	0.66143	0.45756	13.28666	6.04638	6.91237	6.57765	2.2383	2.22669	5.60906	2.39777	1.91513	11.9287	0.26312	10.88274	3.02814	7.71078	7.16791	2.23445	0	4.06404	4.38434	2.33873	4.93462	10.13218	4.12759	18.32452	2.41954	10.02582	0.43862	1.04081	1.69809	2.06145	0.80781	2.46367	4.37667	6.6944	0.09907	2.21935	12.93549	4.63277	9.74842	0	1.37087	3.07495	9.99366	3.18153	0.89135	4.21431	3.52745	0.5367	4.15939	1.84252	1.94195	1.9021	1.85283	0	5.46733	8.29469	3.94742	1.27267	2.24149	2.11776	4.62925	5.26507	0.9109	6.43451	15.81285	6.61018	1.64171	5.82516	0.74183	1.13769	11.85391	2.33166	1.19791	8.90291	16.25645	7.76282	13.79998	0	6.66531	5.58177	9.94016	4.42659	10.46333	4.72123	2.18335	6.28079	6.36621	4.17194	9.82302	10.99628	11.3872	1.35963	12.63799	4.51267	6.2227	9.07714	4.60119	11.98443	6.6807	13.54469	11.12124	14.97134	0.03602	4.85045	12.06286	2.78812	6.2287	6.28904	18.56994	2.3349	14.77169	1.55375	1.95376	0.05456	0	0.34904	2.2296	0.49599	0	0	2.88549	0	0	5.85167	1.3626	0	0.617	8.95914	1.42291	4.70691	0.82371	3.5504	1.11862	0.79462	11.82833	4.29038	0.90169	16.59784	0.30232	17.07932	4.5994	4.62431	0.56955	2.22595	23.27299	6.74465	2.04957	16.19863	0	2.19694	25.40529	9.18621	0	2.36663	1.00845	0.87844	0.70836	3.59337	0	10.00975	2.53857	15.96125	0	0.2922	7.54605	14.68973	1.95598	1.74407	9.25572	5.15836	9.54039	1.6139	3.70714	1.53281	10.74366	24.9592	16.82083	23.8727	1.80495	2.55817	11.87309	22.08222
