#Datasets	MeganServer::MID078.A0101.unmapped	MeganServer::MID067.A0101.unmapped	MeganServer::EXB059.A2501.unmapped	MeganServer::MID089.A0101.unmapped	MeganServer::MID101.A0101.unmapped	MeganServer::LIB058.A0103.unmapped	MeganServer::MID077.A0101.unmapped	MeganServer::MID088.A0101.unmapped	MeganServer::MID027.A0101.unmapped	MeganServer::MID066.A0101.unmapped	MeganServer::MID094.A0101.unmapped	MeganServer::MID083.A0101.unmapped	MeganServer::MID072.A0101.unmapped	MeganServer::MID022.A0101.unmapped	MeganServer::CMB004.A0101.unmapped	MeganServer::MID061.A0101.unmapped	MeganServer::MID050.A0101.unmapped	MeganServer::MID044.A0101.unmapped	MeganServer::MID049.A0101.unmapped	MeganServer::MID038.A0101.unmapped	MeganServer::MID055.A0101.unmapped	MeganServer::MID033.A0101.unmapped	MeganServer::MID071.A0101.unmapped	MeganServer::MID093.A0101.unmapped	MeganServer::MID032.A0101.unmapped	MeganServer::CMB002.A0101.unmapped	MeganServer::MID029.A0101.unmapped	MeganServer::MID024.A0101.unmapped	MeganServer::MID102.A0101.unmapped	MeganServer::MID085.A0101.unmapped	MeganServer::MID041.A0101.unmapped	MeganServer::MID046.A0101.unmapped	MeganServer::MID063.A0101.unmapped	MeganServer::MID068.A0101.unmapped	MeganServer::EXB059.A2201.unmapped	MeganServer::MID080.A0101.unmapped	MeganServer::MID084.A0101.unmapped	MeganServer::CMB003.A0101.unmapped	MeganServer::MID062.A0101.unmapped	MeganServer::MID023.A0101.unmapped	MeganServer::MID040.A0101.unmapped	MeganServer::MID045.A0101.unmapped	MeganServer::MID059.A0101.unmapped	MeganServer::LIB058.A0104.unmapped	MeganServer::MID037.A0101.unmapped	MeganServer::MID076.A0101.unmapped	MeganServer::CMB008.A0101.unmapped	MeganServer::EXB034.A2701.unmapped	MeganServer::MID028.A0101.unmapped	MeganServer::MID054.A0101.unmapped	MeganServer::MID068.B0101.unmapped	MeganServer::MID075.A0101.unmapped	MeganServer::MID086.A0101.unmapped	MeganServer::MID097.A0101.unmapped	MeganServer::MID042.A0101.unmapped	MeganServer::MID053.A0101.unmapped	MeganServer::MID064.A0101.unmapped	MeganServer::MID031.A0101.unmapped	MeganServer::MID058.A0101.unmapped	MeganServer::MID047.A0101.unmapped	MeganServer::MID036.A0101.unmapped	MeganServer::CMB001.A0101.unmapped	MeganServer::CMB006.A0101.unmapped	MeganServer::MID025.A0101.unmapped	MeganServer::CMB007.A0101.unmapped	MeganServer::EXB059.A2301.unmapped	MeganServer::MID070.A0101.unmapped	MeganServer::LIB058.A0107.unmapped	MeganServer::MID092.A0101.unmapped	MeganServer::LIB058.A0105.unmapped	MeganServer::MID081.A0101.unmapped	MeganServer::MID079.A0101.unmapped	MeganServer::MID082.A0101.unmapped	MeganServer::MID043.A0101.unmapped	MeganServer::CMB005.A0101.unmapped	MeganServer::EXB059.A2101.unmapped	MeganServer::EXB059.A2401.unmapped	MeganServer::MID074.A0101.unmapped	MeganServer::MID026.A0101.unmapped	MeganServer::MID035.A0101.unmapped	MeganServer::MID030.A0101.unmapped	MeganServer::MID057.A0101.unmapped	MeganServer::LIB058.A0102.unmapped	MeganServer::MID090.A0101.unmapped	MeganServer::MID052.A0101.unmapped	MeganServer::MID073.A0101.unmapped	MeganServer::MID048.A0101.unmapped	MeganServer::MID034.A0101.unmapped	MeganServer::MID051.A0101.unmapped	MeganServer::MID091.A0101.unmapped	MeganServer::MID056.A0101.unmapped	MeganServer::MID065.A0101.unmapped	MeganServer::MID039.A0101.unmapped	MeganServer::MID060.A0101.unmapped	MeganServer::LIB058.A0106.unmapped	MeganServer::MID087.A0101.unmapped
"Sorangium cellulosum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Syntrophus aciditrophicus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	331.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Syntrophobacter fumaroxidans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1378.0	1005.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	535.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Campylobacter concisus"	3465.0	2846.0	412.0	2959.0	9242.0	264.0	5959.0	1256.0	2318.0	4372.0	5158.0	3405.0	2463.0	4785.0	471.0	1134.0	3298.0	4020.0	6653.0	2553.0	2412.0	1872.0	2787.0	2218.0	2431.0	1412.0	1411.0	1745.0	7329.0	3935.0	2389.0	691.0	779.0	3320.0	71.0	2446.0	2433.0	617.0	2134.0	981.0	3197.0	3719.0	2150.0	0.0	4150.0	1384.0	0.0	0.0	2673.0	3788.0	3210.0	580.0	1032.0	2653.0	2467.0	1557.0	1912.0	2186.0	1071.0	2656.0	3537.0	520.0	3042.0	1038.0	486.0	119.0	2450.0	0.0	1381.0	0.0	2257.0	11717.0	5426.0	2428.0	2657.0	28.0	0.0	1329.0	3088.0	2542.0	1470.0	2862.0	0.0	830.0	1516.0	4465.0	5381.0	1311.0	1052.0	4559.0	4595.0	3603.0	2512.0	2859.0	666.0	4850.0
"Campylobacter curvus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	658.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	605.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1076.0	0.0	0.0	0.0	0.0	463.0	0.0	687.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	844.0	0.0	0.0	0.0	0.0	0.0
"Campylobacter gracilis"	15472.0	7923.0	1812.0	15673.0	8344.0	894.0	33528.0	6920.0	2463.0	35787.0	25425.0	20997.0	14437.0	17916.0	633.0	3220.0	17632.0	17517.0	11796.0	11985.0	34212.0	4304.0	9397.0	37420.0	10551.0	3399.0	4800.0	11456.0	14229.0	44068.0	16168.0	705.0	1644.0	5782.0	282.0	9286.0	21359.0	2012.0	21474.0	5842.0	13579.0	3519.0	26020.0	247.0	25335.0	1733.0	6529.0	209.0	2732.0	16233.0	1888.0	1777.0	11392.0	8499.0	2762.0	774.0	5658.0	4300.0	2885.0	8321.0	13311.0	5639.0	10332.0	2626.0	2257.0	554.0	12606.0	0.0	2552.0	0.0	30201.0	8092.0	11312.0	7935.0	31388.0	203.0	203.0	5410.0	17225.0	11620.0	6758.0	17970.0	0.0	8307.0	11602.0	9146.0	9696.0	946.0	3730.0	31451.0	17614.0	2970.0	7546.0	5763.0	4520.0	12229.0
"Campylobacter showae"	43568.0	69165.0	6994.0	51022.0	191499.0	3343.0	74976.0	21270.0	32849.0	51576.0	76117.0	60297.0	58910.0	94281.0	8715.0	32388.0	48384.0	47407.0	99217.0	50081.0	32423.0	31147.0	66353.0	26598.0	33628.0	30763.0	31599.0	26016.0	42940.0	74403.0	32014.0	5678.0	10559.0	89546.0	1353.0	31972.0	39670.0	15203.0	42604.0	16314.0	57041.0	50447.0	31104.0	918.0	35462.0	18890.0	3376.0	546.0	23288.0	74202.0	78129.0	5805.0	19326.0	43772.0	64314.0	18285.0	24656.0	50830.0	11168.0	34387.0	59682.0	15418.0	64188.0	10278.0	12052.0	2244.0	41691.0	203.0	15200.0	46.0	37296.0	107299.0	47583.0	44897.0	59417.0	707.0	867.0	31013.0	37054.0	34452.0	23313.0	65691.0	84.0	12590.0	20861.0	88421.0	68986.0	13360.0	10304.0	63787.0	82410.0	41206.0	42548.0	21022.0	9163.0	75096.0
"Aeromonas salmonicida"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Shewanella decolorationis"	0.0	0.0	0.0	0.0	0.0	456.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	806.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	436.0	0.0	0.0	0.0	25274.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27512.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	194.0	0.0	0.0	0.0	0.0	0.0	0.0	1379.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	0.0
"Shewanella sp. MR-7"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	374.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cardiobacterium hominis"	42574.0	2545.0	5979.0	9047.0	13104.0	1968.0	29912.0	5196.0	13146.0	19512.0	37114.0	91295.0	0.0	10576.0	0.0	42809.0	15122.0	9832.0	11164.0	27294.0	38723.0	3039.0	39887.0	794.0	3749.0	9126.0	23598.0	464.0	15549.0	52890.0	12974.0	0.0	0.0	19461.0	1182.0	16553.0	1456.0	0.0	8851.0	31564.0	1699.0	6602.0	1161.0	92.0	30129.0	0.0	0.0	0.0	30682.0	2278.0	5503.0	0.0	5103.0	684.0	19929.0	0.0	518.0	3256.0	0.0	2710.0	36007.0	451.0	13023.0	0.0	1268.0	720.0	6826.0	0.0	0.0	0.0	9541.0	52031.0	1984.0	29492.0	7261.0	387.0	343.0	8003.0	18858.0	40601.0	0.0	5302.0	0.0	23021.0	592.0	4168.0	15207.0	0.0	0.0	10957.0	6948.0	8122.0	42282.0	2684.0	1564.0	44591.0
"Cardiobacterium valvarum"	39901.0	6614.0	4810.0	21917.0	10099.0	2102.0	33868.0	790.0	4014.0	52320.0	42493.0	26512.0	2188.0	22795.0	434.0	16204.0	18548.0	33350.0	31855.0	38698.0	21105.0	4689.0	53240.0	3593.0	4404.0	13449.0	6157.0	1900.0	25983.0	64449.0	17706.0	0.0	386.0	50263.0	1106.0	23739.0	4859.0	601.0	23724.0	6878.0	8463.0	17614.0	5272.0	300.0	18455.0	0.0	0.0	117.0	20818.0	10768.0	2821.0	209.0	5750.0	2843.0	75262.0	0.0	1047.0	12820.0	810.0	7538.0	30173.0	1515.0	25109.0	372.0	2607.0	1281.0	7523.0	0.0	442.0	0.0	33156.0	124574.0	5479.0	7817.0	17984.0	386.0	274.0	5402.0	51129.0	41207.0	0.0	19600.0	0.0	5779.0	1546.0	14105.0	13714.0	638.0	468.0	19895.0	48631.0	12018.0	26315.0	3143.0	2658.0	31846.0
"Cellvibrio mixtus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cellvibrio sp. BR"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rheinheimera pacifica"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Citrobacter koseri"	0.0	0.0	268.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	834.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	376.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	757.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Enterobacter hormaechei"	0.0	0.0	0.0	0.0	0.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	343.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	282.0	0.0	0.0	0.0	12376.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	52.0	59.0	0.0	0.0	0.0	0.0	0.0	113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Escherichia coli"	0.0	0.0	547.0	0.0	0.0	1197.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2391.0	0.0	0.0	0.0	2535.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	807.0	0.0	5374.0	0.0	2382.0	0.0	0.0	0.0	0.0	0.0	430.0	930.0	0.0	0.0	0.0	0.0	0.0	185.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	496.0	0.0
"Klebsiella pneumoniae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Salmonella enterica"	0.0	0.0	164.0	0.0	0.0	272.0	0.0	0.0	0.0	516.0	0.0	0.0	569.0	0.0	0.0	0.0	0.0	758.0	0.0	0.0	0.0	0.0	704.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	779.0	1065.0	558.0	0.0	58.0	0.0	0.0	0.0	704.0	0.0	1104.0	1377.0	0.0	309.0	0.0	0.0	0.0	241.0	0.0	0.0	0.0	171.0	0.0	0.0	616.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	546.0	221.0	0.0	71.0	0.0	0.0	0.0	941.0	0.0	107.0	130.0	215.0	0.0	503.0	0.0	0.0	162.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	703.0	0.0	0.0	0.0
"Erwinia billingiae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	242.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Edwardsiella piscicida"	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	378.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407.0	0.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Morganella morganii"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Dickeya zeae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	747.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Serratia liquefaciens"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	186.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Methylocaldum marinum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	958.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1383.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	454.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1172.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nevskia soli"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	544.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Solimonas variicoloris"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2302.0	0.0	0.0	0.0	0.0	668.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Alcanivorax pacificus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	147.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
